CLAIM NO,EMPLOYER NAME,EMPLOYER CITY,ST,ZIP,INDUSTRY,INDUSTRY (IF OTHER),SOURCE (URL),NOTES
LLVA62704,LA QUINTA,MANASSAS,VA,20109,,,,
LLVA62705,BLUE LINE RENTAL,WOODLANDS,TX,77381,,,,
LLVA62706,"NET TALON SECURITY SYSTEMS, INC",FREDERICKSBURG,VA,22408,,,,
LLVA62707,AJ'S SMOKEHOUSE BAR AND GRILL,NEWPORT NEWS,VA,23602,,,,
LLVA62708,"JTW SERVICES, LLC",AMELIA,VA,23002,,,,
LLVA62709,FAIRFAX HYDROCRANE COMPANY INC,MANASSAS,VA,20108,,,,
LLVA62710,CHICOS NATURAL PET MARKET,FALLS CHURCH,VA,22041,,,,
LLVA62711,HOMEWOOD SUITES,CHARLOTTESVILLE,VA,22901,,,,
LLVA62715,REGAL MOVING SERVICES,STERLING,VA,20166,,,,
LLVA62716,STAN BURKE,STERLING,VA,20166,,,,
LLVA62717,POPEYES,RICHMOND,VA,23294,,,,
LLVA62718,LORILAR ENTERPRISES INC,NORFOLK,VA,23510,,,,
LLVA62719,SWANSON SERVICE LLC,RICHMOND,VA,23219,,,,
LLVA62720,MOSS CONSTRUCTION COMPANY,CHANTILLY,VA,20151,,,,
LLVA62721,BREEDEN MECHANICAL,MANASSAS,VA,20109,,,,
LLVA62722,SWEET GRACE HOME HEALTH AGENCY,NA,NA,NA,,,,
LLVA62723,DAYS INN,BEDFORD,VA,24523,,,,
LLVA62724,CLAY TRUCKING,EMPORIA,VA,23847,,,,
LLVA62725,SOUTHERN GRACE SERVICES LLC,NEWPORT NEWS,VA,23612,,,,
LLVA62726,ADVANCED WINDOW TINT CO/RPM,RICHMOND,VA,23230,,,,
LLVA62727,PITTMANS TREE & LANDSCAPING,FRONT ROYAL,VA,22630,,,,
LLVA62728,PARIOT PROFESSIONAL SERVICES,NOKESVILLE,VA,20181,,,,
LLVA62729,TOWNE PARK VALET,ANNAPOLIS,MD,21401,,,,
LLVA62730,ACCUFORCE,DUFFIELD,VA,24244,,,,
LLVA62731,POTTER'S FIRE LLC,HERNDON,VA,20170,,,,
LLVA62732,MICHAEL FAUL,HERNDON,VA,20170,,,,
LLVA62733,DIVERSE PURSUITS MANAGEMENT LLC,VIRGINIA BEACH,VA,23462,,,,
LLVA62734,GCS JANITORIAL SERVICE,NA,NA,NA,,,,
LLVA62735,GCS JANITORIAL,NA,NA,NA,,,,
LLVA62736,"DEVTECH SYSTEMS, INC",ARLINGTON,VA,22209,,,,
LLVA62737,CHIPOTLE MEXICAN GRILL,FAIRFAX,VA,22033,,,,
LLVA62738,HOME CARE SERVICES UNLIMITED,VIRGINIA BEACH,VA,23464,,,,
LLVA62739,NO BUSINESS NAME GIVEN,NA,NA,NA,,,,
LLVA62740,TIDE WATER STAFFING,PORTSMOUTH,VA,23707,,,,
LLVA62741,GLOBAL SECURITY ASSOCIATES,GARDEN CITY,NY,11530,,,,
LLVA62742,GUARDUS SECURITY,VIRGINIA BEACH,VA,23452,,,,
LLVA62743,TRIWIRE,FREDERICKSBURG,VA,22406,,,,
LLVA62744,"STRATEGIC E-BUSINESS SOLUTIONS, INC.",GAITHERSBURG,MD,20882,,,,
LLVA62747,MS. BETTY'S LITTLE PAWS,WINCHESTER,VA,22601,,,,
LLVA62748,AR GREEN TRANSPORTS,NEWPORT NEWS,VA,23663,,,,
LLVA62749,COLEMAN'S LANDSCAPING,WYTHEVILLE,VA,24382,,,,
LLVA62750,COMMUNITY COUNSELING RESOURCES,PORTSMOUTH,VA,23704,,,,
LLVA62751,"SERVICEMASTER SERVICES, INC.",RICHMOND,VA,23220,,,,
LLVA62753,ADECCO,MARTINSVILLE,VA,24112,,,,
LLVA62754,"DENNIS STANLEY DBA WESTLEY ENTERPRISES, LLC",STERLING,VA,20166,,,,
LLVA62755,RUAN TRANSPORTATION,CHESTER,VA,23836,,,,
LLVA62756,CLOGG BUSTERS,HAMPTON,VA,23669,,,,
LLVA62758,BLESSED HEALTHCARE PROFESSIONALS,WOODBRIDGE,VA,22191,,,,
LLVA62759,VIVIAN'S NAIL SPA LORTON,LORTON,VA,22079,,,,
LLVA62760,S & G MOVERS,RICHMOND,VA,23231,,,,
LLVA62761,S & G MOVERS LLC,RICHMOND,VA,23231,,,,
LLVA62762,HARVEST CONSUMER PRODUCTS,DOSWELL,VA,23047,,,,
LLVA62763,OISHII DEMO INC,WOODBRIDGE,VA,22192,,,,
LLVA62764,CAPSTONE LOGISTICS,SOUTH BOSTON,VA,24592,,,,
LLVA62765,CASTIGLIA'S ITALIAN RESTAURANT,FREDERICKSBURG,VA,22401,,,,
LLVA62766,COMMUNICATIONS EXPRESS,SPRINGFIELD,VA,22151,,,,
LLVA62767,GENESIS PERFORMANCE GROUP,ODENTON,MD,21113,,,,
LLVA62768,SUPER 8 MOTEL,MAX MEADOWS,VA,24360,,,,
LLVA62769,SPRING ARBOR,WILLIAMSBURG,VA,23185,,,,
LLVA62770,LECKNER NISSAN OF SPRINGFIELD,SPRINGFIELD,VA,22150,,,,
LLVA62771,THE LAST ALARM,CHARLOTTE COURT HOUSE,VA,23923,,,,
LLVA62772,RCS TRUCKING,BEALETON,VA,22712,,,,
LLVA62773,KIDS LANGUAGE ART,MCLEAN,VA,22101,,,,
LLVA62774,"ARK SOLUTIONS, INC",RESTON,VA,20191,,,,
LLVA62777,HONEY GROVE LEARNING ACADEMY,VIRGINIA BEACH,VA,23455,,,,
LLVA62782,DMT LLC,FOREST,VA,24551,,,,
LLVA62783,C & E TRUCKING OF GOOCHLAND,GOOCHLAND,VA,23063,,,,
LLVA62784,SAINT MICHAEL THE ARCHANGEL HIGH SCHOOL,FREDERICKSBURG,VA,22407,,,,
LLVA62785,TINY SAINTS CHRISTAIN ACADEMY,WINCHESTER,VA,22601,,,,
LLVA62789,"SETTLEMENT SERVICES, LLC",ALEXANDRIA,VA,22310,,,,
LLVA62790,WALKING IN THE PROMISE,PORTSMOUTH,VA,23704,,,,
LLVA62791,SPEEDPRO IMAGING CENTREVILLE,MANASSAS,VA,20109,,,,
LLVA62792,LEUMASS SECURITY SERVICES,NEWPORT NEWS,VA,23606,,,,
LLVA62793,"HARGROVE, OLIVER & PARKER, INC",RICHMOND,VA,23225,,,,
LLVA62794,DYNAX AMERICAN CORPORATION,ROANOKE,VA,24019,,,,
LLVA62795,GOODWILL STAUNTON OUTLET,STAUNTON,VA,24401,,,,
LLVA62796,B & B INSURANCE ASSOCIATES INC.,BURKE,VA,22015,,,,
LLVA62797,FIRST CLASS CONTRACTING,RICHMOND,VA,23224,,,,
LLVA62798,DAYS INN BY WYNDHAM MANASSAS BATTLEFIELD,MANASSAS,VA,20109,,,,
LLVA62799,A NOLAN TRANSPORTATION SERVICE,MIDLOTHIAN,VA,23113,,,,
LLVA62800,THE KEMET CENTER,HAMPTON,VA,23669,,,,
LLVA62801,MERK'S PLACE,FARMVILLE,VA,23901,,,,
LLVA62802,COWAN & ASSOCIATES,ARLINGTON,VA,22202,,,,
LLVA62803,TRANSITIONAL HOME CARE,NORTH CHESTERFIELD,VA,23225,,,,
LLVA62804,LEE HIGH AUTO BODY,STERLING,VA,20166,,,,
LLVA62805,MOTIVF CORPORATION,ARLINGTON,VA,22202,,,,
LLVA62806,GENTLE GIANT MOVING COMPANY,LORTON,VA,22079,,,,
LLVA62807,TUNE UP PLUS,VIRGINIA BEACH,VA,23464,,,,
LLVA62808,PAUL'S BAKERY,FREDERICKSBURG,VA,22401,,,,
LLVA62809,QUICK FUEL,LAWRENCEVILLE,VA,23868,,,,
LLVA62810,ADVANCED GRAPHICS AND INSTALLATIONS,BRISTOL,TN,37620,,,,
LLVA62811,INDEPENDENT DELIVERY EXPRESS,FOREST,VA,24551,,,,
LLVA62812,INDEPENDENT DELIVERY EXPRESS,FOREST,VA,24551,,,,
LLVA62813,BETTER CLEANING SOLUTIONS GROUP,VIENNA,VA,22182,,,,
LLVA62814,PARS TOWING LLC,HERNDON,VA,20170,,,,
LLVA62815,FAMILIES IN CARE INTERVENTION SERVICES,MECHANICSVILLE,VA,23111,,,,
LLVA62816,INTERIM HEALTH CARE,CHARLOTTESVILLE,VA,22911,,,,
LLVA62817,MIDATLANTIC METAL SOLUTIONS,HAMPTON,VA,23661,,,,
LLVA62818,REPAIR 24,THE PLAINS,VA,20198,,,,
LLVA62819,"GREENWAY SERVICES, INC.",ABINGDON,VA,24210,,,,
LLVA62820,CALM SOURCE,DANVILLE,VA,24541,,,,
LLVA62821,NCG CARE/NATIONAL COUNSELING GROUP,ROANOKE,VA,24018,,,,
LLVA62822,"TASCET, INC",MADISON,WI,53703,,,,
LLVA62823,CONCENTRIX,RICHMOND,VA,23220,,,,
LLVA62824,RVA RENOVATIONS,RICHMOND,VA,23228,,,,
LLVA62825,ENCHANTED FOREST NURSERY,CHESAPEAKE,VA,23320,,,,
LLVA62826,AMKO AUTO OF MANASSAS,MANASSAS,VA,20110,,,,
LLVA62827,VIRGINIA LUXURY MOTORS,CHANTILLY,VA,20152,,,,
LLVA62828,PARK N SHOP #8,FRANKLIN,VA,23851,,,,
LLVA62829,DAR AL-HUDA CORPORATION INC.,SPRINGFIELD,VA,22150,,,,
LLVA62830,BENT MOUNTAIN BISTRO,BENT MOUNTAIN,VA,24059,,,,
LLVA62831,CALM SOURCE LLC,DANVILLE,VA,24541,,,,
LLVA62832,COR-TECH,RICHMOND,VA,23220,,,,
LLVA62833,ANIMAL URGENT CARE INC,ROCKY MOUNT,VA,24151,,,,
LLVA62834,LIFE CARE MANAGEMENT,FINCASTLE,VA,24090,,,,
LLVA62835,MAD BOMBER COMPANY,WINCHESTER,VA,22603,,,,
LLVA62836,MOSS BUILDING AND DESIGN,CHANTILLY,VA,20151,,,,
LLVA62837,PIGGLY WIGGLY,NEWPORT NEWS,VA,23607,,,,
LLVA62838,MICK'S RESTAURANT & SPORTS LOUNGE,STAFFORD,VA,22554,,,,
LLVA62839,FAIRFAX REHABILITATION & NURSING CENTER,FAIRFAX,VA,22030,,,,
LLVA62840,THE UP CENTER,NORFOLK,VA,23510,,,,
LLVA62841,CACI INC.,ARLINGTON,VA,22201,,,,
LLVA62842,JUDY'S PUB & EATERY,VIRGINIA BEACH,VA,23454,,,,
LLVA62843,TRADE TEAM LLC,NORFOLK,VA,23523,,,,
LLVA62844,L G SCOTT LANDSCAPING & TREE SERVICE,PROVIDENCE FORGE,VA,23140,,,,
LLVA62847,JAKE'S BAR AND GRILL,WAYNESBORO,VA,22980,,,,
LLVA62848,AERO GLOBAL LOGISTICS,WINCHESTER,VA,22601,,,,
LLVA62849,ICARE HOME CARE,FREDERICKSBURG,VA,22408,,,,
LLVA62851,TIMBERSTONE GROUPS LLC,TROY,VA,22974,,,,
LLVA62852,BIG PLATE DBA VOCELLI PIZZA,MARSHALL,VA,20115,,,,
LLVA62853,GLOBAL SECURITY ELITE INC.,GARDEN CITY,NY,11530,,,,
LLVA62854,CAROLINA BBQ AND SEAFOOD,YORKTOWN,VA,23692,,,,
LLVA62855,TANDOORI NIGHTS LLC,ANNANDALE,VA,22003,,,,
LLVA62856,AMERICAN GUTTER SERVICES,MECHANICSVILLE,VA,23116,,,,
LLVA62857,THOMPSON LANDSCAPING,DALEVILLE,VA,24083,,,,
LLVA62859,PAMCO CARE,MANASSAS,VA,20111,,,,
LLVA62860,ALL ABOUT MARKETING LLC,MANASSAS,VA,20109,,,,
LLVA62861,TIMBERSTONE GROUP LLC,TROY,VA,22974,,,,
LLVA62862,NO BUSINESS NAME GIVEN,MANASSAS,VA,20110,,,,
LLVA62863,SWANSON SECURITY,RICHMOND,VA,23230,,,,
LLVA62864,ICARE HOME CARE,FREDERICKSBURG,VA,22408,,,,
LLVA62865,MILG TRANSPORT LLC,WAYNESBORO,VA,22980,,,,
LLVA62866,TIM EWELL CUSTOM CARPENTRY,CHESAPEAKE,VA,23322,,,,
LLVA62867,ABC'S & ABA,SALEM,VA,24153,,,,
LLVA62868,VA SKYWIRE LLC,RICHMOND,VA,23803,,,,
LLVA62869,"TLC CHILDCARE, LLC",BRISTOL,VA,24201,,,,
LLVA62870,GEORGE OWEN CONSTRUCTION LLC,FISHERSVILLE,VA,22939,,,,
LLVA62871,VICTORIA TRANSCULTURAL CLINICAL CENTER,FAIRFAX,VA,22030,,,,
LLVA62872,CHARLES HARDENBERGH PC,PETERSBURG,VA,23803,,,,
LLVA62873,NEGRIL INC.,DANVILLE,VA,24540,,,,
LLVA62876,CONTEMPORARY FAMILY SERVICES INC.,HYATTSVILLE,MD,20782,,,,
LLVA62877,S & G MOVERS LLC,RICHMOND,VA,23231,,,,
LLVA62878,DR. FRANK VARANELLI DDS,WINCHESTER,VA,22601,,,,
LLVA62879,BURGER KING,CHESTER,VA,23831,,,,
LLVA62880,WONDERLAND I DBA AIRLINE SELF STORAGE,PORTSMOUTH,VA,23701,,,,
LLVA62881,C.L. DALE CONSTRUCTION LLC,LEBENON,VA,24266,,,,
LLVA62882,EARTHFARE,ROANOKE,VA,24014,,,,
LLVA62883,CREATIVE DELIVERY GROUP/LAST MILE LLC,LAKE WORTH,FL,33467,,,,
LLVA62884,MIDATLANTIC PRINTERS LLC,ALTAVISTA,VA,24517,,,,
LLVA62885,GENESIS LOGISTICS,ALEXANDRIA,VA,22310,,,,
LLVA62887,SOUTHSIDE CARE'S THRIFT CENTER,RICHMOND,VA,23234,,,,
LLVA62888,ORLEANS BISTRO & GRILL,FREDERICKSBURG,VA,22407,,,,
LLVA62889,NIGRIL INC,RICHMOND,VA,23294,,,,
LLVA62890,MILTON CLOWER,CHESAPEAKE,VA,23323,,,,
LLVA62891,ARGIA'S,FALLS CHURCH,VA,22046,,,,
LLVA62892,DOUBLE M INC.,BATON ROUGE,LA,70809,,,,
LLVA62896,MIKE'S ELECTRICAL SERVICE,VIRGINIA BEACH,VA,23462,,,,
LLVA62898,HAWKINS CREEK CONSTRUCTION,BUMPASS,VA,23024,,,,
LLVA62900,ALL NURSES CARE,MECHANICSVILLE,VA,23111,,,,
LLVA62901,VIRGINIA POOL SERVICES INC,NA,NA,NA,,,,
LLVA62902,HAWA MANAGEMENT LLC,STERLING,VA,20165,,,,
LLVA62903,ALPHA TEAM SECURITY,NA,NA,NA,,,,
LLVA62904,PRIORTY CHEVROLET,CHESAPEAKE,VA,23320,,,,
LLVA62905,DRAN'S HEATING & AIR CONDITIONING,NEWPORT NEWS,VA,23608,,,,
LLVA62906,BIG PLATE FMS LLC,MANASSAS,VA,20109,,,,
LLVA62908,LEUMUS SECURITY SERVICES LLC,NEWPORT NEWS,VA,23606,,,,
LLVA62909,WONDERLAND I LLC DBA AIRLINE SELF-STORAGE,PORTSMOUTH,VA,23701,,,,
LLVA62910,SAS RETAIL SERVICES,ORANGE,CA,92867,,,,
LLVA62911,PUBLIC PARTNERSHIPS,GLEN ALLEN,VA,23060,,,,
LLVA62912,THE SALMON GROUP,WASHINGTON,DC,20004,,,,
LLVA62913,WEST END BRIDGE/BIG PLATE FSM,WARRINGTON,VA,20186,,,,
LLVA62914,B & B INSURANCE ASSOCIATE,BURKE,VA,22015,,,,
LLVA62915,MAXIM ENGINEERING INC.,COEBURN,VA,24230,,,,
LLVA62916,WATERMELON PARK FARM INC.,BERRYVILLE,VA,22611,,,,
LLVA62917,JAN PRO OF RICHMOND,RICHMOND,VA,23230,,,,
LLVA62920,BMW OF ALEXANDRIA,ALEXANDRIA,VA,22304,,,,
LLVA62921,INNER VIEW LTD,CHESAPEAKE,VA,23320,,,,
LLVA62924,ALL AMERICAN PLUMBERS,MANASSAS,VA,20109,,,,
LLVA62925,LCI,MARSHALL,VA,20115,,,,
LLVA62926,MARK WINES,MARSHALL,VA,20115,,,,
LLVA62927,DAVIS AUTOSPORTS,RICHMOND,VA,23250,,,,
LLVA62928,WOLF CONTRACTORS,NEWPORT NEWS,VA,23601,,,,
LLVA62929,DWIGHT WOLF,NEWPORT NEWS,VA,23601,,,,
LLVA62931,K POWER CONSTRUCTION,BURKE,VA,22015,,,,
LLVA62932,MORE SOLUTIONS YOUTH & FAMILY SERVICES,MECHANICSVILLE,VA,23111,,,,
LLVA62933,REPUBLICAN NATIONAL DISTRIBUTION,ASHLAND,VA,23005,,,,
LLVA62936,K POWER CONSTRUCTION,BURKE,VA,22015,,,,
LLVA62937,VISIONS COMMUNITY SERVICES,VIRGINIA BEACH,VA,23462,,,,
LLVA62938,K POWER CONSTRUCTION,BURKE,VA,22015,,,,
LLVA62939,HARGROVE OLIVER & PARKER INC,RICHMOND,VA,23225,,,,
LLVA62940,HIGH TECH AUTO & CENTER,CHANTILLY,VA,20151,,,,
LLVA62941,A & S LAND AND LAWN CARE INC.,POWHATAN,VA,23139,,,,
LLVA62942,"HARGROVE OLIVER & PARKER, INC.",RICHMOND,VA,23225,,,,
LLVA62943,FAMILY MEDICAL PRACTITIONERS INC,VIRGINIA BEACH,VA,23455,,,,
LLVA62945,STAR ENERGY PARTNERS,MCLEAN,VA,22102,,,,
LLVA62946,M & M FLOORS,FAIRFAX,VA,22031,,,,
LLVA62947,RIGHT AT HOME,WOODBRIDGE,VA,20109,,,,
LLVA62949,CONSULATE HEALTHCARE OF WINDSOR,WINDSOR,VA,23487,,,,
LLVA62950,JAMES JORDAN LLM CONTRACTOR SERVICE,DISPUTANA,VA,23342,,,,
LLVA62951,TOTAL PLUMBING INC,N CHESTERFIELD,VA,23237,,,,
LLVA62952,PURE SPA,ROANOKE,VA,24018,,,,
LLVA62953,BANTAM'S PLUMBING DBA HERMAN W. ALLEN,ASHLAND,VA,23005,,,,
LLVA62954,MY GUYS MOVING,HENRICO,VA,23223,,,,
LLVA62955,TRI-STATE FIREWORKS,MANASSAS,VA,20110,,,,
LLVA62956,ASHLEY FURNITURE HOME STORE,ROANOKE,VA,24012,,,,
LLVA62957,THE MARKET AT GRELEN,SOMERSET,VA,22972,,,,
LLVA62958,SHRUTI MONGA,DUNN LORING,VA,22027,,,,
LLVA62959,MAJESTIK AUTO SPA,CHEASAPEAKE,VA,23322,,,,
LLVA62960,PRIORTY TOYOTA  OF RICHMOND,CHESTER,VA,23834,,,,
LLVA62961,MARY ANN GHADHAN,PLAINS,VA,20198,,,,
LLVA62962,VILLAGE CONCRETE INC,MANASSAS,VA,20109,,,,
LLVA62963,SHISHKA MEDITERRANEAN GRILL,ROANOKE,VA,24011,,,,
LLVA62964,SUTHERLAND GLOBAL SERVICES INC.,CHESAPEAKE,VA,23320,,,,
LLVA62965,TEMPUS APPLIED SOLUTIONS,NEWPORT NEWS,VA,23602,,,,
LLVA62966,TRY TECH SERVICES,HOPEWELL,VA,23860,,,,
LLVA62967,LIFEAQUATIC H20,HAMPTON,VA,23664,,,,
LLVA62968,SEMFIN GROUP LLC,MCLEAN,VA,22102,,,,
LLVA62969,CHARLOTTESVILLE EYE ASSOCIATES LTD,CHARLOTTESVILLE,VA,22911,,,,
LLVA62971,HAGNER CONLEY CONSTRUCTION INC,RUSTBURG,VA,24588,,,,
LLVA62972,NEWMART BUILDERS INC,SOUTH HILL,VA,23970,,,,
LLVA62976,5 STAR TOWING & RECOVERY,MANASSAS,VA,20109,,,,
LLVA62979,DBI,HAZELTON,PA,18201,,,,
LLVA62980,SILVER EAGLE GROUP,ASHBURN,VA,20147,,,,
LLVA62982,ZAKK MAKOA INC T/A RAINBOW INTERNATIONAL,CHESAPEAKE,VA,23323,,,,
LLVA62983,HALEY AUTOMOTIVE,RICHMOND,VA,23294,,,,
LLVA62984,HAMPTON UNIVERSITY,HAMPTON,VA,23668,,,,
LLVA62985,POETRY IN MOTION,MIDLOTHIAN,VA,23112,,,,
LLVA62986,PATHWAYS DAY SCHOOL,SCOTTSBURG,VA,24589,,,,
LLVA62987,ALPHA BUILD & REMODEL,MECHANICSVILLE,VA,23116,,,,
LLVA62988,COKE CONSOLIDATED,SANDSTON,VA,23150,,,,
LLVA62989,FORT NORFOLK PLAZA MEDICAL ASSOCIATES,NORFOLK,VA,23510,,,,
LLVA62990,JIMMY JOHN'S,VIRGINIA BEACH,VA,NA,,,,
LLVA62991,ROAD SERVICE EXPRESS LLC,PRINCE GEORGE,VA,23875,,,,
LLVA62992,SCRIBEAMERICA LLC,FORT LAUDERDALE,FL,33301,,,,
LLVA62993,COLONIAL SHELL,COLONIAL HEIGHTS,VA,23834,,,,
LLVA62994,SOUNDS UNLIMITED,DANVILLE,VA,24540,,,,
LLVA62995,JVKR ENTERPRISES,VIRGINIA BEACH,VA,23451,,,,
LLVA62998,G & L BUSINESS SERVICES,FARMVILLE,VA,23901,,,,
LLVA62999,MICK'S RESTAURANT & SPORTS LOUNGE,STAFFORD,VA,22554,,,,
LLVA63000,STAFFORD & ASSOCIATES FAMILY DENTISTRY,RICHMOND,VA,23221,,,,
LLVA63001,FARM FRESH,NEWPORT NEWS,VA,23602,,,,
LLVA63002,JIMMY JOHNS,VIENNA,VA,22180,,,,
LLVA63003,ROOSTER ASHBURN,ASHBURN,VA,20147,,,,
LLVA63004,G & G MOTERCYCLES,ASHLAND,VA,NA,,,,
LLVA63005,MOTEL 6,WYTHEVILLE,VA,24382,,,,
LLVA63006,MOTEL 6,WYTHEVILLE,VA,24382,,,,
LLVA63007,CREATURES GREAT & SMALL,CHARLOTTESVILLE,VA,22901,,,,
LLVA63008,JANI KING,NA,NA,NA,,,,
LLVA63010,CHILD FOUNDATION,NORFOLK,VA,23510,,,,
LLVA63011,THE GREENHOUSE COND,ALEXANDRIA,VA,22304,,,,
LLVA63013,PLASTIC SURGEONS OF HAMPTON ROADS,NOFORK,VA,23505,,,,
LLVA63014,HANDICAB TRANSMEDIC LLC,DILLWYN,VA,23936,,,,
LLVA63015,DESIGN SYSTEM SERVICES,PETERSBURG,VA,23803,,,,
LLVA63016,STAFFORD KABOB ROOM,STAFFORD,VA,23554,,,,
LLVA63017,UPS,VIRGINIA BEACH,VA,23455,,,,
LLVA63018,PUBLIC PARTNERSHIPS LLC,GLEN ALLEN,VA,23060,,,,
LLVA63019,RMT CONSTRUCTION & DEVELOPMENT GROUP,N CHESTERFIELD,VA,23236,,,,
LLVA63020,PIZZA HUT,ELKTON,VA,22827,,,,
LLVA63021,LOOMIS US,HOUSTON,VA,77042,,,,
LLVA63022,HEALTH PARTNERS HOME CARE INC,HAMPTON,VA,23666,,,,
LLVA63023,THE MARCS AGENCY,RICHMOND,VA,23219,,,,
LLVA63024,THE EXTERIOR COMPANY,LANCASTER,PA,17601,,,,
LLVA63025,PIGTAILS AND CREWCUTS,HENRICO,VA,23238,,,,
LLVA63026,CAE CONCRETE LLC,MANASSAS PARK,VA,20112,,,,
LLVA63027,PHOENIX TECH,MARSHALL,VA,20151,,,,
LLVA63028,BEACH BULLY INC,VIRGINIA BEACH,VA,23451,,,,
LLVA63029,VIRGINIA LUXURY MOTORS,CHANTILLY,VA,20152,,,,
LLVA63031,FORESIGHT ATB LLC,FAIRFAX,VA,22030,,,,
LLVA63033,RESTON NEPHROLOGY AND HYPERTENSION,RESTON,VA,20190,,,,
LLVA63034,S & I CARRIER INC,N CHESTERFIELD,VA,23235,,,,
LLVA63035,JAMES MADISON SHELL,VIENNA,VA,22180,,,,
LLVA63038,BIG AL'S MUFFLER  & BRAKES,NEWPORT NEWS,VA,23605,,,,
LLVA63039,VIRGINIA POULTRY GROWERS LLC,HINTON,VA,22831,,,,
LLVA63040,ADVANTAGE LANDSCAPING,HAYMARKET,VA,20169,,,,
LLVA63041,JAPANESE BISTRO,DUMFRIES,VA,22025,,,,
LLVA63042,VAPR LLC,STAFFORD,VA,22556,,,,
LLVA63043,TRAFFIC PLAN,FARMINDALE,NJ,7727,,,,
LLVA63044,LUTHERAN SOCIAL SERVICES OF THE NATIONAL CAPITAL AREA,ARLINGTON,VA,22207,,,,
LLVA63045,SORENSEN GROSS COMPANY,STERLING,VA,20166,,,,
LLVA63046,PEIDMONT SMOKEHOUSE,MAIDENS,VA,23102,,,,
LLVA63047,C. L. DALE CONSTRUCTION,LEBANON,VA,24266,,,,
LLVA63048,TNT TRUCKING,FRONT ROYAL,VA,22630,,,,
LLVA63049,CAVA CAPITAL LLC,RICHMOND,VA,23230,,,,
LLVA63050,THE UPS STORE,WINCHESTER,VA,22601,,,,
LLVA63051,JACKSON RIVER AVIATION,WILLIAMSBURG,VA,23185,,,,
LLVA63052,VERITISS LLC,RESTON,VA,20191,,,,
LLVA63053,KLM INC,RICHMOND,VA,23221,,,,
LLVA63055,WPAT PC LAW GROUP,VIENNA,VA,22182,,,,
LLVA63057,HONEY GROVE LEARNING ACADEMY,VIRGINIA BEACH,VA,23455,,,,
LLVA63059,ADVANCED WINDOW TINT CO/RPM,RICHMOND,VA,23230,,,,
LLVA63060,DAYS INN BY WYNDHAM MANASSAS BATTLEFIELD,MANASSAS,VA,20109,,,,
LLVA63061,TIMBERSTONE GROUP LLC,TROY,VA,22974,,,,
LLVA63062,CHIPOTLE MEXICAN GRILL,FAIRFAX,VA,22033,,,,
LLVA63064,SKY LINE TINT,SPRINGFIELD,VA,22153,,,,
LLVA63065,ACQUISITION TITLE,ROANOKE,VA,24018,,,,
LLVA63066,KEMET CENTER,HAMPTON,VA,23669,,,,
LLVA63067,PRO-TEC FIRE SERVICES LTD,GREEN BAY,WI,54304,,,,
LLVA63068,MAD BOMBER CO,WINCHESTER,VA,22602,,,,
LLVA63069,G2 ORTHOPEDIC,GLEN ALLEN,VA,23059,,,,
LLVA63070,ICARE HOMECARE,FREDERICKSBURG,VA,22408,,,,
LLVA63071,ABILITIES BEYOUND DISABILITIES,PORTSMOUTH,VA,23707,,,,
LLVA63072,SEAFORD SCALLOP CO,YORKTOWN,VA,23696,,,,
LLVA63073,ALWAYS BEST CARE NURSING AGENCY,MIDLOTHIAN,VA,23112,,,,
LLVA63074,CAPT JOHN SMITH INN,WILLIAMSBURG,VA,23185,,,,
LLVA63075,SEAFOOD KITCHEN,NORFOLK,VA,23502,,,,
LLVA63077,PRECISION VISION CARE,MCLEAN,VA,22102,,,,
LLVA63079,LADYSMITH DENTAL CENTER,RUTHER GLEN,VA,22546,,,,
LLVA63080,CLEAN KEEPERS LLC,STAFFORD,VA,22556,,,,
LLVA63081,NATIONAL PTA,ALEXANDRIA,VA,22314,,,,
LLVA63082,PERSPECTA,CHANTILLY,VA,20151,,,,
LLVA63083,PAYNE INC,FREDERICKSBURG,VA,22408,,,,
LLVA63084,LADYSMITH DENTAL CENTER,RUTHER GLEN,VA,22546,,,,
LLVA63085,CQC HOLDINGS LLC DBA ARBJOURNAL,RICHMOND,VA,23226,,,,
LLVA63086,BLIND BILLS RESTAURANT,HUDDLESTON,VA,24104,,,,
LLVA63087,UVA MEDICAL CENTER,CHARLOTTESVILLE,VA,22908,,,,
LLVA63088,TRADE TEAM LLC,NORFOLK,VA,23523,,,,
LLVA63089,LCI,MARSHALL,VA,20115,,,,
LLVA63090,PARK N SHOP,FRANKLIN,VA,23851,,,,
LLVA63091,UNITED TRADESMEN GROUP,RICHMOND,VA,23226,,,,
LLVA63092,WOLF CONTRACTORS,NEWPORT NEWS,VA,23601,,,,
LLVA63094,LEVOC FAMILY SERVICES,FRANKLIN,VA,23851,,,,
LLVA63095,RADHEYA & YVES LLC,WOODBRIDGE,VA,22193,,,,
LLVA63096,LEVOC FAMILY SERVICES,FRANKLIN,VA,23851,,,,
LLVA63097,BE MINDFUL OUTREACH SERVICE,CHESTERFIELD,VA,23235,,,,
LLVA63098,THEATER PALOOZA,ASHBURN,VA,20147,,,,
LLVA63099,KATORA COFFEE LLC,FREDERICKSBURG,VA,22401,,,,
LLVA63100,KATORA COFFEE LLC,FREDERICKSBURG,VA,22401,,,,
LLVA63101,UBP FOODS,CHESAPEAKE,VA,23320,,,,
